make,model,category,year,interval_miles,interval_months,service_category,description
Nissan,Altima,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,Altima,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,Altima,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Nissan,Altima,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,Altima,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,Altima,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,Altima,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Nissan,Altima,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,Altima,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,Altima,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,Altima,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Nissan,Altima,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,Altima,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,Altima,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,Altima,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Nissan,Altima,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,Altima,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,Altima,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,Rogue,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Nissan,Rogue,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,Rogue,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,Rogue,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,Rogue,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Nissan,Rogue,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,Rogue,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,Rogue,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,Rogue,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Nissan,Rogue,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,Rogue,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,Rogue,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,Rogue,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Nissan,Rogue,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,Rogue,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,Rogue,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,Rogue,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Nissan,Rogue,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,Rogue,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,Rogue,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,Maxima,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Nissan,Maxima,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,Maxima,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,Maxima,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,Maxima,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Nissan,Maxima,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,Maxima,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,Maxima,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,Maxima,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Nissan,Maxima,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,Maxima,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,Maxima,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,Maxima,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Nissan,Maxima,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,Maxima,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,Maxima,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,Maxima,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Nissan,Maxima,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,Maxima,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,Maxima,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,370Z,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Nissan,370Z,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,370Z,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,370Z,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,370Z,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Nissan,370Z,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,370Z,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,370Z,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,370Z,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Nissan,370Z,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,370Z,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,370Z,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,370Z,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Nissan,370Z,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,370Z,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,370Z,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Nissan,370Z,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Nissan,370Z,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Nissan,370Z,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Nissan,370Z,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Elantra,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Hyundai,Elantra,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Elantra,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Elantra,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Elantra,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Hyundai,Elantra,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Elantra,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Elantra,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Elantra,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Hyundai,Elantra,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Elantra,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Elantra,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Elantra,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Hyundai,Elantra,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Elantra,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Elantra,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Elantra,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Hyundai,Elantra,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Elantra,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Elantra,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Tucson,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Hyundai,Tucson,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Tucson,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Tucson,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Tucson,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Hyundai,Tucson,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Tucson,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Tucson,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Tucson,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Hyundai,Tucson,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Tucson,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Tucson,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Tucson,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Hyundai,Tucson,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Tucson,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Tucson,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Tucson,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Hyundai,Tucson,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Tucson,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Tucson,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Genesis G80,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Hyundai,Genesis G80,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Genesis G80,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Genesis G80,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Genesis G80,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Hyundai,Genesis G80,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Genesis G80,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Genesis G80,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Genesis G80,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Hyundai,Genesis G80,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Genesis G80,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Genesis G80,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Genesis G80,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Hyundai,Genesis G80,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Genesis G80,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Genesis G80,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Genesis G80,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Hyundai,Genesis G80,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Genesis G80,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Genesis G80,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Veloster N,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Hyundai,Veloster N,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Veloster N,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Veloster N,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Veloster N,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Hyundai,Veloster N,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Veloster N,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Veloster N,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Veloster N,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Hyundai,Veloster N,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Veloster N,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Veloster N,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Veloster N,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Hyundai,Veloster N,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Veloster N,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Veloster N,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Hyundai,Veloster N,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Hyundai,Veloster N,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Hyundai,Veloster N,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Hyundai,Veloster N,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,Forte,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Kia,Forte,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,Forte,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,Forte,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,Forte,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Kia,Forte,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,Forte,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,Forte,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,Forte,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Kia,Forte,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,Forte,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,Forte,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,Forte,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Kia,Forte,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,Forte,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,Forte,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,Forte,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Kia,Forte,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,Forte,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,Forte,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,Sportage,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Kia,Sportage,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,Sportage,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,Sportage,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,Sportage,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Kia,Sportage,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,Sportage,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,Sportage,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,Sportage,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Kia,Sportage,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,Sportage,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,Sportage,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,Sportage,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Kia,Sportage,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,Sportage,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,Sportage,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,Sportage,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Kia,Sportage,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,Sportage,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,Sportage,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,K900,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Kia,K900,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,K900,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,K900,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,K900,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Kia,K900,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,K900,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,K900,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,K900,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Kia,K900,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,K900,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,K900,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,K900,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Kia,K900,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,K900,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,K900,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,K900,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Kia,K900,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,K900,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,K900,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,Stinger,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Kia,Stinger,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,Stinger,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,Stinger,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,Stinger,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Kia,Stinger,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,Stinger,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,Stinger,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,Stinger,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Kia,Stinger,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,Stinger,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,Stinger,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,Stinger,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Kia,Stinger,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,Stinger,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,Stinger,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Kia,Stinger,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Kia,Stinger,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Kia,Stinger,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Kia,Stinger,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,Impreza,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Subaru,Impreza,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,Impreza,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,Impreza,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,Impreza,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Subaru,Impreza,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,Impreza,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,Impreza,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,Impreza,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Subaru,Impreza,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,Impreza,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,Impreza,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,Impreza,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Subaru,Impreza,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,Impreza,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,Impreza,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,Impreza,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Subaru,Impreza,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,Impreza,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,Impreza,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,Forester,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Subaru,Forester,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,Forester,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,Forester,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,Forester,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Subaru,Forester,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,Forester,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,Forester,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,Forester,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Subaru,Forester,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,Forester,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,Forester,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,Forester,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Subaru,Forester,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,Forester,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,Forester,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,Forester,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Subaru,Forester,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,Forester,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,Forester,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,Legacy,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Subaru,Legacy,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,Legacy,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,Legacy,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,Legacy,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Subaru,Legacy,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,Legacy,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,Legacy,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,Legacy,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Subaru,Legacy,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,Legacy,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,Legacy,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,Legacy,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Subaru,Legacy,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,Legacy,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,Legacy,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,Legacy,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Subaru,Legacy,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,Legacy,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,Legacy,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,WRX,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Subaru,WRX,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,WRX,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,WRX,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,WRX,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Subaru,WRX,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,WRX,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,WRX,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,WRX,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Subaru,WRX,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,WRX,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,WRX,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,WRX,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Subaru,WRX,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,WRX,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,WRX,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Subaru,WRX,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Subaru,WRX,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Subaru,WRX,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Subaru,WRX,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,Mazda3,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Mazda,Mazda3,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,Mazda3,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,Mazda3,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,Mazda3,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Mazda,Mazda3,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
